strategy,AUC_normalized,Mean_SCC_norm,Mean_APL,Mean_IC
initial_betweenness,6.686522888482195,0.06686522888482195,11.449735036668198,3259.5238095238096
initial_degree,6.152438367962104,0.061524383679621056,10.604928087701252,3302.0476190476193
multimodal_hubs,38.00433009174532,0.38004330091745314,15.710883078943265,766.0
random,17.01116015358668,0.1701116015358668,9.855392785575301,2437.4761904761904
recalc_betweenness,38.00433009174532,0.38004330091745314,15.710883078943265,766.0
recalc_degree,24.5816437602421,0.24581643760242103,16.08232710382369,3131.1428571428573
