trip_id,start_time,end_time,headway_secs,exact_times
28211884,08:37:00,08:57:00,1200,1
28211890,09:37:00,10:07:00,1800,1
28211761,10:37:00,11:07:00,1800,1
28211801,16:07:00,16:36:00,1740,1
28211786,14:07:00,14:37:00,1800,1
28211831,20:30:00,20:50:00,1200,1
28211938,18:01:00,18:30:00,1740,1
28211836,21:10:00,21:30:00,1200,1
28211956,21:10:00,21:30:00,1200,1
28274296,07:31:00,07:37:00,360,1
28274301,07:48:00,08:07:00,1140,1
28274306,08:27:00,09:27:00,1200,1
28274311,09:53:00,10:23:00,1800,1
28274321,11:53:00,13:53:00,1800,1
28274336,15:52:00,16:52:00,1800,1
28274207,07:31:00,07:37:00,360,1
28274213,08:07:00,08:27:00,1200,1
28274219,09:07:00,09:27:00,1200,1
28274222,09:53:00,10:23:00,1800,1
28274316,10:53:00,11:23:00,1800,1
28274326,14:23:00,14:52:00,1740,1
28232390,07:00:00,07:30:00,1800,1
28232391,07:54:00,09:06:00,1440,1
28232392,09:32:00,20:48:00,1560,1
28232182,07:51:00,09:21:00,1080,1
28232187,09:38:00,09:56:00,1080,1
28232192,10:17:00,15:53:00,1260,1
28232197,16:12:00,16:29:00,1020,1
28232202,16:45:00,19:45:00,1080,1
28232207,20:04:00,20:27:00,1380,1
28232167,05:20:00,06:00:00,1200,1
28232172,06:19:00,07:04:00,900,1
28232177,07:18:00,07:33:00,900,1
28232396,05:20:00,06:20:00,1800,1
28232399,06:43:00,08:15:00,1380,1
28232402,08:40:00,20:48:00,1560,1
28232133,07:00:00,07:30:00,1800,1
28232136,07:54:00,09:06:00,1440,1
28232139,09:32:00,20:48:00,1560,1
28232296,18:04:00,18:18:00,840,1
28232251,09:04:00,09:21:00,1020,1
28232260,11:04:00,11:55:00,1020,1
28232272,14:11:00,14:28:00,1020,1
28232278,15:02:00,15:19:00,1020,1
28232233,05:20:00,06:40:00,960,1
28232236,06:55:00,07:10:00,900,1
28232239,07:22:00,07:34:00,720,1
28232245,08:04:00,08:19:00,900,1
28232269,13:03:00,13:54:00,1020,1
28232290,17:06:00,17:20:00,840,1
28232293,17:35:00,17:49:00,840,1
28232248,08:34:00,08:49:00,900,1
28232254,09:38:00,10:29:00,1020,1
